sample,Source,Tissue,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-BP-4981-01,TCGA Tumor,kidney,KIRC,3.162298,22.51564,30,42
TCGA-AK-3428-01,TCGA Tumor,kidney,KIRC,4.78852,22.420279,30,42
TCGA-BP-4340-01,TCGA Tumor,kidney,KIRC,4.639624,21.361301,30,42
TCGA-MM-A84U-01,TCGA Tumor,kidney,KIRC,3.9670491,23.165615,30,42
TCGA-B0-5095-01,TCGA Tumor,kidney,KIRC,3.8583302,23.021936,30,42
TCGA-BP-4167-01,TCGA Tumor,kidney,KIRC,4.146317,22.582005,30,42
TCGA-BP-4781-01,TCGA Tumor,kidney,KIRC,3.5460734,23.072311,30,42
TCGA-B0-5699-01,TCGA Tumor,kidney,KIRC,4.041144,23.150959,30,42
TCGA-BP-4801-01,TCGA Tumor,kidney,KIRC,4.454038,22.425093,30,42
TCGA-B0-4828-01,TCGA Tumor,kidney,KIRC,2.1996918,21.932878,30,42
TCGA-CZ-5465-11,TCGA Normal,kidney,KIRC,2.0139856,21.804333,30,42
TCGA-BP-5008-01,TCGA Tumor,kidney,KIRC,2.9037998,22.498213,30,42
TCGA-DV-A4W0-01,TCGA Tumor,kidney,KIRC,4.1040235,23.385109,30,42
TCGA-CZ-5461-11,TCGA Normal,kidney,KIRC,2.5183816,22.231644,30,42
TCGA-BP-5170-01,TCGA Tumor,kidney,KIRC,4.6155014,22.647978,30,42
TCGA-A3-3363-01,TCGA Tumor,kidney,KIRC,2.8839324,22.520437,30,42
TCGA-B2-5633-01,TCGA Tumor,kidney,KIRC,2.966251,22.46162,30,42
TCGA-BP-4982-01,TCGA Tumor,kidney,KIRC,4.6379123,21.78684,30,42
TCGA-CZ-4864-11,TCGA Normal,kidney,KIRC,2.393089,21.52274,30,42
TCGA-B4-5836-01,TCGA Tumor,kidney,KIRC,4.6081724,21.408314,30,42
TCGA-CJ-4905-01,TCGA Tumor,kidney,KIRC,4.6988797,21.52735,30,42
TCGA-BP-5174-01,TCGA Tumor,kidney,KIRC,4.465621,21.899382,30,42
TCGA-B0-4697-01,TCGA Tumor,kidney,KIRC,3.1350055,22.448298,30,42
TCGA-BP-4759-01,TCGA Tumor,kidney,KIRC,4.3614917,23.031599,30,42
TCGA-CJ-4918-01,TCGA Tumor,kidney,KIRC,3.857372,21.665491,30,42
TCGA-B8-5545-01,TCGA Tumor,kidney,KIRC,3.6714003,23.26979,30,42
TCGA-BP-4334-01,TCGA Tumor,kidney,KIRC,1.819932,22.809546,30,42
TCGA-B2-3923-01,TCGA Tumor,kidney,KIRC,2.0696871,21.939564,30,42
TCGA-DV-A4VX-01,TCGA Tumor,kidney,KIRC,3.2890291,22.721886,30,42
TCGA-CJ-5679-01,TCGA Tumor,kidney,KIRC,4.6498857,23.440983,30,42
TCGA-BP-4789-01,TCGA Tumor,kidney,KIRC,4.928192,22.639,30,42
TCGA-CJ-4923-01,TCGA Tumor,kidney,KIRC,3.6870303,23.10891,30,42
TCGA-BP-4159-01,TCGA Tumor,kidney,KIRC,4.228206,23.024782,30,42
TCGA-CJ-5680-01,TCGA Tumor,kidney,KIRC,2.181987,22.200603,30,42
TCGA-B0-5705-11,TCGA Normal,kidney,KIRC,2.2712777,21.394188,30,42
TCGA-A3-A8OW-01,TCGA Tumor,kidney,KIRC,4.762533,22.439043,30,42
TCGA-CW-5589-01,TCGA Tumor,kidney,KIRC,3.8736236,22.408268,30,42
TCGA-A3-3385-01,TCGA Tumor,kidney,KIRC,4.8782134,22.536232,30,42
TCGA-A3-3343-01,TCGA Tumor,kidney,KIRC,4.661346,21.387627,30,42
TCGA-MM-A564-01,TCGA Tumor,kidney,KIRC,4.2017927,22.890854,30,42
TCGA-CZ-5466-01,TCGA Tumor,kidney,KIRC,3.7101212,21.923956,30,42
TCGA-CZ-5469-01,TCGA Tumor,kidney,KIRC,3.6155503,22.998695,30,42
TCGA-CZ-5454-11,TCGA Normal,kidney,KIRC,2.372103,21.396198,30,42
TCGA-B0-5100-01,TCGA Tumor,kidney,KIRC,2.0289705,22.813128,30,42
TCGA-BP-4992-01,TCGA Tumor,kidney,KIRC,2.2724922,22.874361,30,42
TCGA-B0-4712-01,TCGA Tumor,kidney,KIRC,4.552125,21.636316,30,42
TCGA-B0-5701-11,TCGA Normal,kidney,KIRC,2.0100126,21.613062,30,42
TCGA-AK-3429-01,TCGA Tumor,kidney,KIRC,4.938541,22.58429,30,42
TCGA-CZ-4857-01,TCGA Tumor,kidney,KIRC,4.4512477,21.932718,30,42
TCGA-AK-3455-01,TCGA Tumor,kidney,KIRC,4.251532,22.555866,30,42
TCGA-CJ-4869-01,TCGA Tumor,kidney,KIRC,4.495457,21.575315,30,42
TCGA-BP-4162-01,TCGA Tumor,kidney,KIRC,4.7532754,22.40899,30,42
TCGA-B2-5639-01,TCGA Tumor,kidney,KIRC,4.828355,22.911848,30,42
TCGA-A3-3359-01,TCGA Tumor,kidney,KIRC,4.2032623,22.347767,30,42
TCGA-A3-A8OX-01,TCGA Tumor,kidney,KIRC,3.2211366,22.91835,30,42
TCGA-CJ-4878-01,TCGA Tumor,kidney,KIRC,4.9235077,22.613068,30,42
TCGA-A3-3376-01,TCGA Tumor,kidney,KIRC,4.68558,23.412548,30,42
TCGA-CZ-4866-01,TCGA Tumor,kidney,KIRC,4.658043,21.327553,30,42
TCGA-B0-4701-01,TCGA Tumor,kidney,KIRC,4.196065,21.616474,30,42
TCGA-B0-4713-01,TCGA Tumor,kidney,KIRC,3.9290364,21.952057,30,42
TCGA-B0-4691-01,TCGA Tumor,kidney,KIRC,3.8992164,23.00223,30,42
TCGA-CZ-5461-01,TCGA Tumor,kidney,KIRC,4.017567,22.436953,30,42
TCGA-CJ-5677-01,TCGA Tumor,kidney,KIRC,4.4750547,23.419962,30,42
TCGA-BP-4160-01,TCGA Tumor,kidney,KIRC,4.3575187,22.932554,30,42
TCGA-CJ-5689-01,TCGA Tumor,kidney,KIRC,3.904088,23.1139,30,42
TCGA-CZ-5985-01,TCGA Tumor,kidney,KIRC,4.0546246,22.381985,30,42
TCGA-A3-3316-01,TCGA Tumor,kidney,KIRC,4.575236,21.417908,30,42
TCGA-CW-5587-01,TCGA Tumor,kidney,KIRC,4.7987065,22.484884,30,42
TCGA-CZ-5458-01,TCGA Tumor,kidney,KIRC,4.3405485,21.59348,30,42
TCGA-CZ-5470-11,TCGA Normal,kidney,KIRC,1.935234,21.689667,30,42
TCGA-B0-5700-01,TCGA Tumor,kidney,KIRC,4.7640204,22.428871,30,42
TCGA-B0-4847-01,TCGA Tumor,kidney,KIRC,3.618482,22.936903,30,42
TCGA-AK-3465-01,TCGA Tumor,kidney,KIRC,2.2776084,22.467508,30,42
TCGA-A3-3311-01,TCGA Tumor,kidney,KIRC,4.7748337,22.98339,30,42
TCGA-BP-5001-01,TCGA Tumor,kidney,KIRC,2.557169,22.541613,30,42
TCGA-BP-4968-01,TCGA Tumor,kidney,KIRC,3.9539387,23.281874,30,42
TCGA-B0-4838-01,TCGA Tumor,kidney,KIRC,4.515688,23.494884,30,42
TCGA-B2-A4SR-01,TCGA Tumor,kidney,KIRC,4.030263,22.42242,30,42
TCGA-A3-3370-01,TCGA Tumor,kidney,KIRC,3.6060417,23.25906,30,42
TCGA-CJ-4868-01,TCGA Tumor,kidney,KIRC,3.861667,23.045345,30,42
TCGA-CJ-4903-01,TCGA Tumor,kidney,KIRC,4.6853724,23.08525,30,42
TCGA-B8-A54D-01,TCGA Tumor,kidney,KIRC,4.7281623,22.937307,30,42
TCGA-CZ-5985-11,TCGA Normal,kidney,KIRC,2.486439,21.555803,30,42
TCGA-CJ-4881-01,TCGA Tumor,kidney,KIRC,4.159498,21.818275,30,42
TCGA-BP-4807-01,TCGA Tumor,kidney,KIRC,4.072187,21.811575,30,42
TCGA-B8-A54G-01,TCGA Tumor,kidney,KIRC,4.584753,23.102272,30,42
TCGA-BP-5004-01,TCGA Tumor,kidney,KIRC,4.889523,22.75822,30,42
TCGA-B8-5550-01,TCGA Tumor,kidney,KIRC,4.5214386,21.734169,30,42
TCGA-BP-5194-01,TCGA Tumor,kidney,KIRC,3.5756786,21.709764,30,42
TCGA-B8-A54K-01,TCGA Tumor,kidney,KIRC,2.4016511,21.846243,30,42
TCGA-CJ-4890-01,TCGA Tumor,kidney,KIRC,4.109316,23.135258,30,42
TCGA-CJ-5677-11,TCGA Normal,kidney,KIRC,2.0152826,21.844738,30,42
TCGA-CJ-4893-01,TCGA Tumor,kidney,KIRC,4.735954,22.436514,30,42
TCGA-A3-3329-01,TCGA Tumor,kidney,KIRC,4.6409936,21.363638,30,42
TCGA-CJ-4876-01,TCGA Tumor,kidney,KIRC,3.9840107,23.052563,30,42
TCGA-CW-5590-01,TCGA Tumor,kidney,KIRC,4.5552154,21.611654,30,42
TCGA-AK-3458-01,TCGA Tumor,kidney,KIRC,4.5031004,22.482918,30,42
TCGA-BP-5189-01,TCGA Tumor,kidney,KIRC,4.682453,23.480812,30,42
TCGA-B0-4833-01,TCGA Tumor,kidney,KIRC,4.239577,23.084435,30,42
TCGA-BP-4983-01,TCGA Tumor,kidney,KIRC,4.704158,22.428162,30,42
TCGA-A3-3326-01,TCGA Tumor,kidney,KIRC,3.4405193,21.74154,30,42
TCGA-AK-3445-01,TCGA Tumor,kidney,KIRC,4.0643272,23.335382,30,42
TCGA-CJ-4636-01,TCGA Tumor,kidney,KIRC,4.227705,23.080357,30,42
TCGA-BP-5185-01,TCGA Tumor,kidney,KIRC,4.054349,22.900772,30,42
TCGA-BP-5198-01,TCGA Tumor,kidney,KIRC,4.1760483,23.341045,30,42
TCGA-BP-4342-01,TCGA Tumor,kidney,KIRC,4.3719244,21.572811,30,42
TCGA-CZ-5464-01,TCGA Tumor,kidney,KIRC,4.464207,22.432642,30,42
TCGA-B0-5115-01,TCGA Tumor,kidney,KIRC,4.5239253,21.712017,30,42
TCGA-A3-3346-01,TCGA Tumor,kidney,KIRC,3.0931497,22.412302,30,42
TCGA-CZ-5452-11,TCGA Normal,kidney,KIRC,2.202562,21.446106,30,42
TCGA-AK-3450-01,TCGA Tumor,kidney,KIRC,4.243004,23.423422,30,42
TCGA-A3-3387-11,TCGA Normal,kidney,KIRC,2.0286791,21.835434,30,42
TCGA-BP-4994-01,TCGA Tumor,kidney,KIRC,2.593038,22.344557,30,42
TCGA-BP-4970-01,TCGA Tumor,kidney,KIRC,4.419537,21.53644,30,42
TCGA-B0-4703-01,TCGA Tumor,kidney,KIRC,4.777858,22.89266,30,42
TCGA-BP-4165-01,TCGA Tumor,kidney,KIRC,4.3752775,21.818653,30,42
TCGA-B0-4712-11,TCGA Normal,kidney,KIRC,2.260978,21.475779,30,42
TCGA-BP-4965-01,TCGA Tumor,kidney,KIRC,4.6944556,23.273903,30,42
TCGA-B0-4707-01,TCGA Tumor,kidney,KIRC,3.1122794,22.781588,30,42
TCGA-A3-3325-01,TCGA Tumor,kidney,KIRC,4.740547,22.728289,30,42
TCGA-BP-4974-01,TCGA Tumor,kidney,KIRC,3.8121338,21.734257,30,42
TCGA-A3-3308-01,TCGA Tumor,kidney,KIRC,4.573956,21.407421,30,42
TCGA-BP-4349-01,TCGA Tumor,kidney,KIRC,3.4534864,22.987421,30,42
TCGA-B0-4827-01,TCGA Tumor,kidney,KIRC,3.867839,22.425028,30,42
TCGA-BP-4969-01,TCGA Tumor,kidney,KIRC,4.511625,21.614471,30,42
TCGA-DV-5568-01,TCGA Tumor,kidney,KIRC,4.2740273,23.09515,30,42
TCGA-B0-5707-01,TCGA Tumor,kidney,KIRC,2.5032306,22.455027,30,42
TCGA-BP-4960-01,TCGA Tumor,kidney,KIRC,4.479154,21.878279,30,42
TCGA-DV-5575-01,TCGA Tumor,kidney,KIRC,3.2924142,21.774868,30,42
TCGA-CZ-5455-01,TCGA Tumor,kidney,KIRC,4.842265,22.605627,30,42
TCGA-BP-4964-01,TCGA Tumor,kidney,KIRC,3.7044408,23.211592,30,42
TCGA-B8-4154-01,TCGA Tumor,kidney,KIRC,4.8474255,22.544888,30,42
TCGA-AK-3461-01,TCGA Tumor,kidney,KIRC,3.259964,22.457829,30,42
TCGA-B8-A7U6-01,TCGA Tumor,kidney,KIRC,4.8227553,22.751598,30,42
TCGA-CJ-4899-01,TCGA Tumor,kidney,KIRC,3.0828176,22.58206,30,42
TCGA-6D-AA2E-01,TCGA Tumor,kidney,KIRC,3.970734,23.02219,30,42
TCGA-CJ-4634-01,TCGA Tumor,kidney,KIRC,4.6518936,23.432873,30,42
TCGA-BP-4173-01,TCGA Tumor,kidney,KIRC,4.6751714,22.502117,30,42
TCGA-B0-5703-11,TCGA Normal,kidney,KIRC,2.3549318,21.422346,30,42
TCGA-DV-5576-01,TCGA Tumor,kidney,KIRC,2.7246346,22.442474,30,42
TCGA-A3-3313-01,TCGA Tumor,kidney,KIRC,4.3011274,22.637981,30,42
TCGA-B8-4143-01,TCGA Tumor,kidney,KIRC,3.2977805,22.783997,30,42
TCGA-B0-5711-11,TCGA Normal,kidney,KIRC,2.352841,21.395586,30,42
TCGA-CJ-5684-01,TCGA Tumor,kidney,KIRC,4.11375,23.305943,30,42
TCGA-CJ-5671-01,TCGA Tumor,kidney,KIRC,4.377624,23.304201,30,42
TCGA-B0-4844-01,TCGA Tumor,kidney,KIRC,4.6224585,22.534702,30,42
TCGA-B0-5081-01,TCGA Tumor,kidney,KIRC,4.24852,21.872593,30,42
TCGA-EU-5905-01,TCGA Tumor,kidney,KIRC,3.4675615,21.766247,30,42
TCGA-CZ-5984-11,TCGA Normal,kidney,KIRC,2.4339967,21.57726,30,42
TCGA-G6-A8L7-01,TCGA Tumor,kidney,KIRC,3.1739218,22.79392,30,42
TCGA-B0-4848-01,TCGA Tumor,kidney,KIRC,4.3867135,21.621935,30,42
TCGA-CZ-4863-01,TCGA Tumor,kidney,KIRC,4.5928416,21.373787,30,42
TCGA-CW-5585-11,TCGA Normal,kidney,KIRC,2.1572282,21.600153,30,42
TCGA-B2-5635-01,TCGA Tumor,kidney,KIRC,3.341681,21.720167,30,42
TCGA-BP-4798-01,TCGA Tumor,kidney,KIRC,4.42989,21.681156,30,42
TCGA-CZ-5453-11,TCGA Normal,kidney,KIRC,2.2800584,21.476328,30,42
TCGA-BP-4790-01,TCGA Tumor,kidney,KIRC,3.9639328,22.48349,30,42
TCGA-B0-4818-01,TCGA Tumor,kidney,KIRC,4.6238027,22.263561,30,42
TCGA-BP-4774-01,TCGA Tumor,kidney,KIRC,4.4422293,23.4164,30,42
TCGA-CZ-5460-01,TCGA Tumor,kidney,KIRC,4.434439,21.829031,30,42
TCGA-BP-4163-01,TCGA Tumor,kidney,KIRC,4.8593965,22.748028,30,42
TCGA-B0-4821-01,TCGA Tumor,kidney,KIRC,3.465633,22.788229,30,42
TCGA-BP-4989-01,TCGA Tumor,kidney,KIRC,4.124447,22.626755,30,42
TCGA-AK-3427-01,TCGA Tumor,kidney,KIRC,2.326904,22.769085,30,42
TCGA-BP-4756-01,TCGA Tumor,kidney,KIRC,2.7089038,21.843445,30,42
TCGA-A3-3324-01,TCGA Tumor,kidney,KIRC,4.5355825,21.45134,30,42
TCGA-B0-5088-01,TCGA Tumor,kidney,KIRC,4.1048284,23.09785,30,42
TCGA-B8-5552-11,TCGA Normal,kidney,KIRC,2.2350314,22.413525,30,42
TCGA-B0-5110-01,TCGA Tumor,kidney,KIRC,4.5719137,22.567358,30,42
TCGA-B8-4148-01,TCGA Tumor,kidney,KIRC,4.7202196,23.448599,30,42
TCGA-CJ-4882-01,TCGA Tumor,kidney,KIRC,3.2387614,22.853064,30,42
TCGA-BP-4347-01,TCGA Tumor,kidney,KIRC,4.783385,23.358541,30,42
TCGA-BP-4760-01,TCGA Tumor,kidney,KIRC,2.340472,21.910471,30,42
TCGA-CW-6090-01,TCGA Tumor,kidney,KIRC,4.829972,22.481077,30,42
TCGA-B0-4822-01,TCGA Tumor,kidney,KIRC,4.321381,22.65411,30,42
TCGA-B0-5696-01,TCGA Tumor,kidney,KIRC,3.5260189,23.061337,30,42
TCGA-B8-4619-11,TCGA Normal,kidney,KIRC,2.7722917,22.264074,30,42
TCGA-BP-4326-01,TCGA Tumor,kidney,KIRC,4.628605,21.54086,30,42
TCGA-A3-3367-01,TCGA Tumor,kidney,KIRC,3.2617397,21.735607,30,42
TCGA-BP-4330-01,TCGA Tumor,kidney,KIRC,4.163769,22.407988,30,42
TCGA-B0-5692-01,TCGA Tumor,kidney,KIRC,2.2759078,22.329723,30,42
TCGA-BP-5169-01,TCGA Tumor,kidney,KIRC,3.8879967,22.994497,30,42
TCGA-B8-5162-01,TCGA Tumor,kidney,KIRC,4.551004,23.456575,30,42
TCGA-MM-A563-01,TCGA Tumor,kidney,KIRC,3.3446987,22.999609,30,42
TCGA-B8-4621-01,TCGA Tumor,kidney,KIRC,3.195579,22.806293,30,42
TCGA-B8-4622-01,TCGA Tumor,kidney,KIRC,4.7877693,22.937979,30,42
TCGA-BP-4973-01,TCGA Tumor,kidney,KIRC,4.781126,22.775797,30,42
TCGA-B0-5077-01,TCGA Tumor,kidney,KIRC,3.037368,22.897257,30,42
TCGA-G6-A5PC-01,TCGA Tumor,kidney,KIRC,4.378823,21.92203,30,42
TCGA-CW-5580-11,TCGA Normal,kidney,KIRC,2.3627706,21.427319,30,42
TCGA-CJ-6033-11,TCGA Normal,kidney,KIRC,2.104747,21.988344,30,42
TCGA-B0-4845-01,TCGA Tumor,kidney,KIRC,2.0444071,22.54856,30,42
TCGA-CZ-4863-11,TCGA Normal,kidney,KIRC,1.9585495,21.806833,30,42
TCGA-CW-5583-01,TCGA Tumor,kidney,KIRC,3.377208,21.7625,30,42
TCGA-BP-4327-01,TCGA Tumor,kidney,KIRC,3.4344718,21.747097,30,42
TCGA-CZ-5462-11,TCGA Normal,kidney,KIRC,2.2577646,21.491709,30,42
TCGA-BP-4985-01,TCGA Tumor,kidney,KIRC,4.0314736,23.283411,30,42
TCGA-BP-4999-01,TCGA Tumor,kidney,KIRC,4.6572704,21.45216,30,42
TCGA-B0-5709-11,TCGA Normal,kidney,KIRC,2.3031218,21.454704,30,42
TCGA-B0-4690-01,TCGA Tumor,kidney,KIRC,4.437645,21.630508,30,42
TCGA-AK-3440-01,TCGA Tumor,kidney,KIRC,2.4016368,22.438206,30,42
TCGA-B0-5107-01,TCGA Tumor,kidney,KIRC,2.8522599,21.978014,30,42
TCGA-BP-4988-01,TCGA Tumor,kidney,KIRC,2.4897668,22.35424,30,42
TCGA-BP-4353-01,TCGA Tumor,kidney,KIRC,4.617453,23.524076,30,42
TCGA-BP-5183-01,TCGA Tumor,kidney,KIRC,3.4354186,23.046389,30,42
TCGA-BP-4174-01,TCGA Tumor,kidney,KIRC,4.592866,21.465807,30,42
TCGA-CJ-4640-01,TCGA Tumor,kidney,KIRC,4.4363604,22.435432,30,42
TCGA-B0-5109-01,TCGA Tumor,kidney,KIRC,2.2986052,22.693295,30,42
TCGA-BP-4346-01,TCGA Tumor,kidney,KIRC,4.378717,21.535057,30,42
TCGA-CW-6087-11,TCGA Normal,kidney,KIRC,2.3376746,21.370764,30,42
TCGA-B0-5094-01,TCGA Tumor,kidney,KIRC,4.0819306,23.35776,30,42
TCGA-B0-4836-01,TCGA Tumor,kidney,KIRC,4.5592656,21.504969,30,42
TCGA-A3-A6NJ-01,TCGA Tumor,kidney,KIRC,4.6274333,21.383831,30,42
TCGA-BP-5190-01,TCGA Tumor,kidney,KIRC,4.5907,21.56736,30,42
TCGA-B0-4842-01,TCGA Tumor,kidney,KIRC,3.7777765,22.700008,30,42
TCGA-BP-5010-01,TCGA Tumor,kidney,KIRC,4.214787,22.75935,30,42
TCGA-BP-4161-01,TCGA Tumor,kidney,KIRC,4.6131935,21.474783,30,42
TCGA-B0-5098-01,TCGA Tumor,kidney,KIRC,1.819622,22.700954,30,42
TCGA-BP-4995-01,TCGA Tumor,kidney,KIRC,2.5034516,22.618048,30,42
TCGA-B8-A54H-01,TCGA Tumor,kidney,KIRC,4.43583,22.539515,30,42
TCGA-CZ-5467-11,TCGA Normal,kidney,KIRC,2.315608,21.393024,30,42
TCGA-CJ-4908-01,TCGA Tumor,kidney,KIRC,4.5265865,21.710415,30,42
TCGA-B8-5163-01,TCGA Tumor,kidney,KIRC,4.7887883,22.927792,30,42
TCGA-CJ-4907-01,TCGA Tumor,kidney,KIRC,4.773486,22.640009,30,42
TCGA-CJ-4912-01,TCGA Tumor,kidney,KIRC,4.2958064,22.295593,30,42
TCGA-CW-6088-11,TCGA Normal,kidney,KIRC,2.026107,21.624554,30,42
TCGA-A3-3317-01,TCGA Tumor,kidney,KIRC,2.3519397,21.923903,30,42
TCGA-G6-A8L6-01,TCGA Tumor,kidney,KIRC,4.4392548,21.807455,30,42
TCGA-B0-5119-01,TCGA Tumor,kidney,KIRC,4.667094,22.444904,30,42
TCGA-B0-4696-01,TCGA Tumor,kidney,KIRC,4.226661,22.38574,30,42
TCGA-CJ-5678-11,TCGA Normal,kidney,KIRC,2.4706283,22.580696,30,42
TCGA-AK-3460-01,TCGA Tumor,kidney,KIRC,4.8182964,22.884855,30,42
TCGA-A3-3358-01,TCGA Tumor,kidney,KIRC,3.8237622,23.279182,30,42
TCGA-B0-4816-01,TCGA Tumor,kidney,KIRC,4.7662225,22.603857,30,42
TCGA-EU-5906-01,TCGA Tumor,kidney,KIRC,4.9350686,22.555521,30,42
TCGA-CW-5580-01,TCGA Tumor,kidney,KIRC,4.466149,23.14178,30,42
TCGA-B0-5120-01,TCGA Tumor,kidney,KIRC,4.658833,23.470312,30,42
TCGA-CW-5584-01,TCGA Tumor,kidney,KIRC,4.842699,22.62489,30,42
TCGA-CZ-5982-11,TCGA Normal,kidney,KIRC,2.5335007,21.862843,30,42
TCGA-B0-5697-11,TCGA Normal,kidney,KIRC,1.9967302,21.78705,30,42
TCGA-B0-5693-01,TCGA Tumor,kidney,KIRC,4.6056585,21.48727,30,42
TCGA-CZ-5451-01,TCGA Tumor,kidney,KIRC,4.655734,23.570145,30,42
TCGA-A3-3352-01,TCGA Tumor,kidney,KIRC,3.3777523,21.826439,30,42
TCGA-B8-5159-01,TCGA Tumor,kidney,KIRC,3.0102906,22.068624,30,42
TCGA-CJ-5676-11,TCGA Normal,kidney,KIRC,2.1819634,21.724005,30,42
TCGA-DV-5569-01,TCGA Tumor,kidney,KIRC,3.2837377,22.86453,30,42
TCGA-B4-5843-01,TCGA Tumor,kidney,KIRC,3.5717018,21.897596,30,42
TCGA-CJ-6027-01,TCGA Tumor,kidney,KIRC,4.5507603,21.566988,30,42
TCGA-CZ-5456-11,TCGA Normal,kidney,KIRC,2.1638157,21.51781,30,42
TCGA-B0-5402-01,TCGA Tumor,kidney,KIRC,4.5584445,23.448605,30,42
TCGA-DV-A4VZ-01,TCGA Tumor,kidney,KIRC,2.3998547,22.542376,30,42
TCGA-3Z-A93Z-01,TCGA Tumor,kidney,KIRC,2.6085136,22.663614,30,42
TCGA-B8-4620-11,TCGA Normal,kidney,KIRC,3.1362453,22.80592,30,42
TCGA-CJ-4872-01,TCGA Tumor,kidney,KIRC,4.280804,23.324276,30,42
TCGA-B0-5399-01,TCGA Tumor,kidney,KIRC,4.0508056,23.074316,30,42
TCGA-CJ-5672-11,TCGA Normal,kidney,KIRC,2.2790926,21.435913,30,42
TCGA-B0-5709-01,TCGA Tumor,kidney,KIRC,4.5720387,21.368355,30,42
TCGA-AK-3426-01,TCGA Tumor,kidney,KIRC,3.42866,22.934986,30,42
TCGA-A3-3331-01,TCGA Tumor,kidney,KIRC,4.7806444,23.511805,30,42
TCGA-CJ-4644-01,TCGA Tumor,kidney,KIRC,4.6557374,21.378468,30,42
TCGA-BP-5187-01,TCGA Tumor,kidney,KIRC,4.5347433,23.080067,30,42
TCGA-AK-3436-01,TCGA Tumor,kidney,KIRC,4.4716606,22.628845,30,42
TCGA-A3-A8CQ-01,TCGA Tumor,kidney,KIRC,2.8129148,22.719234,30,42
TCGA-CJ-4920-01,TCGA Tumor,kidney,KIRC,4.618592,23.461082,30,42
TCGA-BP-4797-01,TCGA Tumor,kidney,KIRC,4.754113,23.493254,30,42
TCGA-AK-3454-01,TCGA Tumor,kidney,KIRC,4.075432,21.729094,30,42
TCGA-BP-4325-01,TCGA Tumor,kidney,KIRC,4.539822,21.424314,30,42
TCGA-AK-3453-01,TCGA Tumor,kidney,KIRC,1.8672328,22.233068,30,42
TCGA-B0-5116-01,TCGA Tumor,kidney,KIRC,4.294341,23.467085,30,42
TCGA-BP-4770-01,TCGA Tumor,kidney,KIRC,3.796884,22.944582,30,42
TCGA-B0-5102-01,TCGA Tumor,kidney,KIRC,3.2336109,21.909897,30,42
TCGA-CJ-4885-01,TCGA Tumor,kidney,KIRC,4.859397,22.526806,30,42
TCGA-CJ-6030-01,TCGA Tumor,kidney,KIRC,4.6452093,23.453354,30,42
TCGA-B8-5549-01,TCGA Tumor,kidney,KIRC,3.1035395,22.547762,30,42
TCGA-B0-4815-01,TCGA Tumor,kidney,KIRC,3.9657104,23.219261,30,42
TCGA-B0-4698-01,TCGA Tumor,kidney,KIRC,4.2828536,22.528353,30,42
TCGA-B0-5096-01,TCGA Tumor,kidney,KIRC,4.595806,23.46598,30,42
TCGA-BP-4158-01,TCGA Tumor,kidney,KIRC,4.604388,22.45421,30,42
TCGA-CJ-6031-01,TCGA Tumor,kidney,KIRC,3.6984766,22.474962,30,42
TCGA-CJ-4895-01,TCGA Tumor,kidney,KIRC,4.5113587,23.43744,30,42
TCGA-B0-4700-01,TCGA Tumor,kidney,KIRC,4.3904734,21.730806,30,42
TCGA-B0-5092-01,TCGA Tumor,kidney,KIRC,3.8274155,23.158243,30,42
TCGA-CZ-4859-01,TCGA Tumor,kidney,KIRC,3.628558,22.765516,30,42
TCGA-B0-5691-11,TCGA Normal,kidney,KIRC,2.7344508,22.681393,30,42
TCGA-EU-5907-01,TCGA Tumor,kidney,KIRC,4.6464043,21.367481,30,42
TCGA-A3-A8OU-01,TCGA Tumor,kidney,KIRC,4.524299,21.379087,30,42
TCGA-AK-3431-01,TCGA Tumor,kidney,KIRC,4.252893,23.145098,30,42
TCGA-B0-5080-01,TCGA Tumor,kidney,KIRC,4.4650254,23.273369,30,42
TCGA-CZ-5452-01,TCGA Tumor,kidney,KIRC,4.349726,23.467495,30,42
TCGA-B0-4839-01,TCGA Tumor,kidney,KIRC,4.184813,23.003702,30,42
TCGA-BP-5201-01,TCGA Tumor,kidney,KIRC,3.5465593,21.929068,30,42
TCGA-CJ-4892-01,TCGA Tumor,kidney,KIRC,3.4470747,23.0119,30,42
TCGA-CZ-5987-01,TCGA Tumor,kidney,KIRC,3.8657513,23.243786,30,42
TCGA-B0-5711-01,TCGA Tumor,kidney,KIRC,4.1056924,22.501326,30,42
TCGA-BP-4777-01,TCGA Tumor,kidney,KIRC,4.8020716,22.568085,30,42
TCGA-B8-4151-01,TCGA Tumor,kidney,KIRC,4.945253,22.63656,30,42
TCGA-B0-4706-01,TCGA Tumor,kidney,KIRC,3.843675,22.91284,30,42
TCGA-B8-A54J-01,TCGA Tumor,kidney,KIRC,4.6721454,23.476444,30,42
TCGA-CJ-5679-11,TCGA Normal,kidney,KIRC,2.7548897,22.383377,30,42
TCGA-CJ-4891-01,TCGA Tumor,kidney,KIRC,3.5642946,22.954865,30,42
TCGA-A3-3387-01,TCGA Tumor,kidney,KIRC,4.7954593,22.471628,30,42
TCGA-BP-4795-01,TCGA Tumor,kidney,KIRC,2.1900778,22.266582,30,42
TCGA-CW-6093-01,TCGA Tumor,kidney,KIRC,4.7016306,23.45585,30,42
TCGA-AK-3456-01,TCGA Tumor,kidney,KIRC,3.6951602,22.903772,30,42
