sample,Source,Tissue,Cancer,UMAP1,UMAP2,pca_n,umap_seed
GTEX-TSE9-2226-SM-4DXUR,GTEx,ovarian,GTEX,-5.5499434,22.92141,30,42
GTEX-S32W-1226-SM-4AD67,GTEx,ovarian,GTEX,-5.4591255,23.084263,30,42
GTEX-XUZC-1026-SM-4BOPY,GTEx,ovarian,GTEX,-6.1564727,23.068903,30,42
GTEX-WEY5-0626-SM-4LMIA,GTEx,ovarian,GTEX,-6.429529,23.232372,30,42
GTEX-1399S-2126-SM-5J2MH,GTEx,ovarian,GTEX,-5.631817,21.882875,30,42
GTEX-ZVT3-2626-SM-5GU5L,GTEx,ovarian,GTEX,-5.4788723,23.106861,30,42
GTEX-13W3W-1526-SM-5LU5I,GTEx,ovarian,GTEX,-5.516983,23.09529,30,42
GTEX-UJHI-1226-SM-4IHLR,GTEx,ovarian,GTEX,-5.5073214,23.081913,30,42
GTEX-12WSB-2226-SM-5GCOS,GTEx,ovarian,GTEX,-5.7490664,23.11702,30,42
GTEX-PWOO-1726-SM-48TDC,GTEx,ovarian,GTEX,-5.8625846,22.136625,30,42
GTEX-S4UY-1326-SM-4AD4X,GTEx,ovarian,GTEX,-6.6292353,23.676136,30,42
GTEX-T2IS-2026-SM-4DM6W,GTEx,ovarian,GTEX,-5.6008506,22.9963,30,42
GTEX-11ZTT-1826-SM-5CVLN,GTEx,ovarian,GTEX,-5.688145,23.082216,30,42
GTEX-ZV6S-1426-SM-59HKX,GTEx,ovarian,GTEX,-5.633785,21.589401,30,42
GTEX-13D11-1126-SM-5KLYS,GTEx,ovarian,GTEX,-5.4893575,22.221313,30,42
GTEX-XV7Q-1426-SM-4BRWA,GTEx,ovarian,GTEX,-5.4655867,22.920412,30,42
GTEX-T6MO-1126-SM-4DM5D,GTEx,ovarian,GTEX,-5.856038,22.309792,30,42
GTEX-XYKS-1726-SM-4E3IO,GTEx,ovarian,GTEX,-5.6310663,22.453886,30,42
GTEX-Y3IK-2026-SM-4YCDG,GTEx,ovarian,GTEX,-5.6398234,23.281982,30,42
GTEX-S341-0726-SM-4AD5R,GTEx,ovarian,GTEX,-5.539151,23.072313,30,42
GTEX-W5WG-0926-SM-4RTX9,GTEx,ovarian,GTEX,-5.5532694,23.188513,30,42
GTEX-11DXX-1426-SM-5GIDU,GTEx,ovarian,GTEX,-5.86913,22.132912,30,42
GTEX-P78B-1926-SM-3P616,GTEx,ovarian,GTEX,-5.588615,23.27257,30,42
GTEX-ZP4G-0626-SM-4WWF1,GTEx,ovarian,GTEX,-5.4597435,23.05391,30,42
GTEX-YJ8O-1026-SM-5CVM5,GTEx,ovarian,GTEX,-6.006131,23.29061,30,42
GTEX-13O3O-2726-SM-5KM35,GTEx,ovarian,GTEX,-5.6152396,23.245838,30,42
GTEX-WXYG-1426-SM-4ONCK,GTEx,ovarian,GTEX,-5.5374055,22.892576,30,42
GTEX-11GSP-0226-SM-5A5KV,GTEx,ovarian,GTEX,-5.5794835,23.351078,30,42
GTEX-12WSG-1426-SM-5FQUK,GTEx,ovarian,GTEX,-5.576127,23.261816,30,42
GTEX-X4EO-2426-SM-4QASD,GTEx,ovarian,GTEX,-6.0927377,23.142784,30,42
GTEX-12WSK-1926-SM-5LZVK,GTEx,ovarian,GTEX,-5.4757266,23.09536,30,42
GTEX-13OVI-0726-SM-5L3DD,GTEx,ovarian,GTEX,-5.5866823,23.204248,30,42
GTEX-RU1J-0826-SM-46MUU,GTEx,ovarian,GTEX,-5.5222526,23.155598,30,42
GTEX-TML8-0926-SM-4DXSJ,GTEx,ovarian,GTEX,-5.4327626,23.145626,30,42
GTEX-ZYFG-1726-SM-5GZZB,GTEx,ovarian,GTEX,-5.589799,23.307234,30,42
GTEX-WYVS-1526-SM-4OND4,GTEx,ovarian,GTEX,-5.5438824,22.86901,30,42
GTEX-1269C-1826-SM-5N9E1,GTEx,ovarian,GTEX,-5.4844046,23.122059,30,42
GTEX-X15G-1726-SM-4PQZN,GTEx,ovarian,GTEX,-6.640013,23.5629,30,42
GTEX-146FH-2526-SM-5Q5BP,GTEx,ovarian,GTEX,-5.9544644,22.932535,30,42
GTEX-POMQ-1426-SM-3P61D,GTEx,ovarian,GTEX,-5.5143633,23.148046,30,42
GTEX-U3ZN-1026-SM-4DXTC,GTEx,ovarian,GTEX,-5.48173,22.679724,30,42
GTEX-P4PP-2426-SM-3P61L,GTEx,ovarian,GTEX,-5.6513925,23.11295,30,42
GTEX-ZZPU-2126-SM-5EGIU,GTEx,ovarian,GTEX,-5.485199,23.09503,30,42
GTEX-1117F-2226-SM-5N9CH,GTEx,ovarian,GTEX,-5.8848124,22.697924,30,42
GTEX-QVJO-3126-SM-4R1KC,GTEx,ovarian,GTEX,-5.990889,22.192148,30,42
GTEX-RU72-2226-SM-46MUE,GTEx,ovarian,GTEX,-5.710703,23.255924,30,42
GTEX-13VXT-1526-SM-5LU3J,GTEx,ovarian,GTEX,-6.7453113,23.026287,30,42
GTEX-139D8-2426-SM-5KM3A,GTEx,ovarian,GTEX,-5.5645123,23.099586,30,42
GTEX-P4QT-2426-SM-3NMCL,GTEx,ovarian,GTEX,-5.580119,23.298714,30,42
GTEX-OHPL-2426-SM-48TDN,GTEx,ovarian,GTEX,-5.8091125,22.555653,30,42
GTEX-Q734-0726-SM-48TZP,GTEx,ovarian,GTEX,-5.514439,22.918375,30,42
GTEX-12WSJ-1226-SM-5LU91,GTEx,ovarian,GTEX,-5.712415,23.285019,30,42
GTEX-131YS-2226-SM-5P9G8,GTEx,ovarian,GTEX,-5.6627965,22.73184,30,42
GTEX-13U4I-2126-SM-5LU55,GTEx,ovarian,GTEX,-5.9068503,23.273163,30,42
GTEX-11XUK-1626-SM-5GU5O,GTEx,ovarian,GTEX,-5.5266466,23.170885,30,42
GTEX-13FTX-0926-SM-5IFF7,GTEx,ovarian,GTEX,-5.5322156,22.837269,30,42
GTEX-13QBU-1526-SM-5LU3W,GTEx,ovarian,GTEX,-5.937544,23.135351,30,42
GTEX-XMD3-2326-SM-4AT5H,GTEx,ovarian,GTEX,-5.804499,22.537169,30,42
GTEX-WYBS-2426-SM-4ONDI,GTEx,ovarian,GTEX,-5.6640434,22.777586,30,42
GTEX-11VI4-1026-SM-5EQM1,GTEx,ovarian,GTEX,-5.598566,23.290966,30,42
GTEX-ZC5H-2026-SM-5CVN2,GTEx,ovarian,GTEX,-5.626298,22.516294,30,42
GTEX-RTLS-2326-SM-46MUH,GTEx,ovarian,GTEX,-5.624703,23.265396,30,42
GTEX-ZYWO-1926-SM-5E456,GTEx,ovarian,GTEX,-5.4492416,23.142778,30,42
TCGA-FB-A545-01,TCGA Tumor,pancreas,PAAD,6.6642303,4.783654,30,42
TCGA-XD-AAUL-01,TCGA Tumor,pancreas,PAAD,7.0130253,4.9141407,30,42
TCGA-RL-AAAS-01,TCGA Tumor,pancreas,PAAD,5.9275126,4.707688,30,42
TCGA-FB-A7DR-01,TCGA Tumor,pancreas,PAAD,6.879765,4.729388,30,42
TCGA-YB-A89D-01,TCGA Tumor,pancreas,PAAD,7.072373,4.874808,30,42
TCGA-US-A779-01,TCGA Tumor,pancreas,PAAD,6.915559,4.5669417,30,42
TCGA-IB-7890-01,TCGA Tumor,pancreas,PAAD,5.70372,6.152665,30,42
TCGA-HZ-7922-01,TCGA Tumor,pancreas,PAAD,6.050773,4.5713406,30,42
TCGA-Q3-A5QY-01,TCGA Tumor,pancreas,PAAD,5.944771,4.690527,30,42
TCGA-OE-A75W-01,TCGA Tumor,pancreas,PAAD,7.667235,4.2853956,30,42
TCGA-FB-AAQ3-01,TCGA Tumor,pancreas,PAAD,5.8857403,4.704204,30,42
TCGA-HZ-7919-01,TCGA Tumor,pancreas,PAAD,5.6367593,3.8090987,30,42
TCGA-IB-7649-01,TCGA Tumor,pancreas,PAAD,6.9157195,5.064452,30,42
TCGA-XD-AAUG-01,TCGA Tumor,pancreas,PAAD,5.9035997,4.6934752,30,42
TCGA-2J-AABI-01,TCGA Tumor,pancreas,PAAD,7.0678425,4.8053865,30,42
TCGA-HZ-A4BH-01,TCGA Tumor,pancreas,PAAD,7.147105,4.837072,30,42
TCGA-2L-AAQL-01,TCGA Tumor,pancreas,PAAD,6.0916214,4.5744658,30,42
TCGA-FB-AAQ0-01,TCGA Tumor,pancreas,PAAD,6.3283076,3.2995474,30,42
TCGA-3A-A9IX-01,TCGA Tumor,pancreas,PAAD,7.0304,5.0941305,30,42
TCGA-3A-A9IO-01,TCGA Tumor,pancreas,PAAD,8.508371,6.4901924,30,42
TCGA-FB-AAPZ-01,TCGA Tumor,pancreas,PAAD,6.011893,4.703458,30,42
TCGA-US-A776-01,TCGA Tumor,pancreas,PAAD,6.8838353,4.962308,30,42
TCGA-XD-AAUH-01,TCGA Tumor,pancreas,PAAD,6.0154243,4.7321496,30,42
TCGA-XN-A8T5-01,TCGA Tumor,pancreas,PAAD,5.857194,4.76675,30,42
TCGA-H6-A45N-01,TCGA Tumor,pancreas,PAAD,7.93625,4.8099546,30,42
TCGA-IB-8126-01,TCGA Tumor,pancreas,PAAD,6.370403,5.87718,30,42
TCGA-HZ-7920-01,TCGA Tumor,pancreas,PAAD,6.023516,6.369412,30,42
TCGA-FB-AAQ6-01,TCGA Tumor,pancreas,PAAD,6.9567137,3.7988665,30,42
TCGA-HV-A5A3-11,TCGA Normal,pancreas,PAAD,8.003898,4.6934004,30,42
TCGA-S4-A8RM-01,TCGA Tumor,pancreas,PAAD,6.818629,4.7605057,30,42
TCGA-HZ-8002-01,TCGA Tumor,pancreas,PAAD,5.986715,4.6495233,30,42
TCGA-3A-A9IH-01,TCGA Tumor,pancreas,PAAD,6.0808682,4.4337134,30,42
TCGA-LB-A8F3-01,TCGA Tumor,pancreas,PAAD,6.4431744,4.3028545,30,42
TCGA-F2-A44H-01,TCGA Tumor,pancreas,PAAD,5.6829185,5.674863,30,42
TCGA-HZ-A4BK-01,TCGA Tumor,pancreas,PAAD,6.049551,4.5766954,30,42
TCGA-IB-7889-01,TCGA Tumor,pancreas,PAAD,6.9498563,5.019715,30,42
TCGA-FB-A4P6-01,TCGA Tumor,pancreas,PAAD,7.007342,4.9129953,30,42
TCGA-FB-AAQ1-01,TCGA Tumor,pancreas,PAAD,7.006144,4.899118,30,42
TCGA-F2-6879-01,TCGA Tumor,pancreas,PAAD,6.921966,4.6773267,30,42
TCGA-3A-A9IB-01,TCGA Tumor,pancreas,PAAD,6.184278,4.3519926,30,42
TCGA-HZ-A9TJ-01,TCGA Tumor,pancreas,PAAD,7.8389163,4.4007,30,42
TCGA-US-A77J-01,TCGA Tumor,pancreas,PAAD,8.029848,4.755998,30,42
TCGA-HZ-7289-01,TCGA Tumor,pancreas,PAAD,5.861582,4.547785,30,42
TCGA-3A-A9J0-01,TCGA Tumor,pancreas,PAAD,6.6227083,3.763787,30,42
TCGA-IB-AAUQ-01,TCGA Tumor,pancreas,PAAD,6.195992,4.2378335,30,42
TCGA-HZ-A49H-01,TCGA Tumor,pancreas,PAAD,6.9777865,4.8374295,30,42
TCGA-Z5-AAPL-01,TCGA Tumor,pancreas,PAAD,8.428589,4.5689054,30,42
TCGA-3A-A9IR-01,TCGA Tumor,pancreas,PAAD,7.0363994,4.377998,30,42
TCGA-IB-AAUM-01,TCGA Tumor,pancreas,PAAD,8.416047,6.347694,30,42
TCGA-3A-A9IL-01,TCGA Tumor,pancreas,PAAD,6.0395417,4.7188673,30,42
TCGA-IB-7886-01,TCGA Tumor,pancreas,PAAD,6.0402465,4.5256014,30,42
TCGA-IB-A6UF-01,TCGA Tumor,pancreas,PAAD,6.8088026,5.0027976,30,42
TCGA-FB-AAPY-01,TCGA Tumor,pancreas,PAAD,7.0081916,4.4122896,30,42
TCGA-2J-AAB6-01,TCGA Tumor,pancreas,PAAD,8.2987,4.6332984,30,42
TCGA-H6-8124-01,TCGA Tumor,pancreas,PAAD,6.8481774,4.7609906,30,42
TCGA-US-A77G-01,TCGA Tumor,pancreas,PAAD,6.9121923,4.362487,30,42
TCGA-3A-A9IC-01,TCGA Tumor,pancreas,PAAD,6.7298055,4.6408396,30,42
TCGA-IB-AAUS-01,TCGA Tumor,pancreas,PAAD,6.0289297,5.886347,30,42
TCGA-HZ-A77P-01,TCGA Tumor,pancreas,PAAD,5.6782513,3.901592,30,42
TCGA-2J-AAB1-01,TCGA Tumor,pancreas,PAAD,6.938768,4.3586287,30,42
TCGA-IB-7897-01,TCGA Tumor,pancreas,PAAD,5.5635977,5.8711357,30,42
TCGA-HZ-8317-01,TCGA Tumor,pancreas,PAAD,5.9058356,4.619126,30,42
TCGA-3A-A9I9-01,TCGA Tumor,pancreas,PAAD,6.088877,4.3372083,30,42
TCGA-IB-7654-01,TCGA Tumor,pancreas,PAAD,8.246576,4.328282,30,42
TCGA-3E-AAAZ-01,TCGA Tumor,pancreas,PAAD,8.391652,4.38483,30,42
TCGA-F2-A8YN-01,TCGA Tumor,pancreas,PAAD,6.210538,3.986875,30,42
TCGA-HZ-8005-01,TCGA Tumor,pancreas,PAAD,6.6937046,5.125065,30,42
TCGA-HZ-8637-01,TCGA Tumor,pancreas,PAAD,6.3576393,5.2656717,30,42
TCGA-F2-A44G-01,TCGA Tumor,pancreas,PAAD,6.080281,4.535527,30,42
TCGA-HZ-A8P1-01,TCGA Tumor,pancreas,PAAD,6.041229,4.519624,30,42
TCGA-HZ-8638-01,TCGA Tumor,pancreas,PAAD,5.929228,4.0731773,30,42
TCGA-IB-7888-01,TCGA Tumor,pancreas,PAAD,5.849435,6.599152,30,42
TCGA-IB-7652-01,TCGA Tumor,pancreas,PAAD,8.353273,4.41843,30,42
TCGA-F2-A7TX-01,TCGA Tumor,pancreas,PAAD,6.0432506,4.6067524,30,42
TCGA-HZ-7923-01,TCGA Tumor,pancreas,PAAD,5.936762,4.7465634,30,42
TCGA-US-A774-01,TCGA Tumor,pancreas,PAAD,5.9231877,4.5243316,30,42
TCGA-M8-A5N4-01,TCGA Tumor,pancreas,PAAD,6.195742,4.113121,30,42
TCGA-2J-AABT-01,TCGA Tumor,pancreas,PAAD,7.070364,4.856602,30,42
TCGA-IB-AAUU-01,TCGA Tumor,pancreas,PAAD,5.6248207,3.8237808,30,42
TCGA-RB-A7B8-01,TCGA Tumor,pancreas,PAAD,7.9495044,4.046417,30,42
TCGA-IB-AAUO-01,TCGA Tumor,pancreas,PAAD,5.6845818,3.6701446,30,42
TCGA-2J-AABE-01,TCGA Tumor,pancreas,PAAD,5.746506,3.7249455,30,42
TCGA-3A-A9IZ-01,TCGA Tumor,pancreas,PAAD,5.6906137,3.9597816,30,42
TCGA-IB-A7LX-01,TCGA Tumor,pancreas,PAAD,5.8460126,4.5961537,30,42
TCGA-3A-A9IV-01,TCGA Tumor,pancreas,PAAD,4.9299245,6.312112,30,42
TCGA-S4-A8RP-01,TCGA Tumor,pancreas,PAAD,8.108565,4.529396,30,42
TCGA-XD-AAUI-01,TCGA Tumor,pancreas,PAAD,6.372938,4.1747603,30,42
TCGA-F2-7276-01,TCGA Tumor,pancreas,PAAD,6.768685,4.9614835,30,42
TCGA-2L-AAQJ-01,TCGA Tumor,pancreas,PAAD,6.9285502,4.207975,30,42
TCGA-2L-AAQA-01,TCGA Tumor,pancreas,PAAD,5.7294025,3.6569145,30,42
TCGA-2L-AAQE-01,TCGA Tumor,pancreas,PAAD,6.0645394,4.5880218,30,42
TCGA-3A-A9IJ-01,TCGA Tumor,pancreas,PAAD,8.430925,6.4257975,30,42
TCGA-HZ-A49G-01,TCGA Tumor,pancreas,PAAD,7.238534,4.996666,30,42
TCGA-FB-AAPU-01,TCGA Tumor,pancreas,PAAD,6.2700615,3.55629,30,42
TCGA-IB-AAUV-01,TCGA Tumor,pancreas,PAAD,5.2200217,5.9360304,30,42
TCGA-FB-AAPS-01,TCGA Tumor,pancreas,PAAD,6.2671685,5.0997357,30,42
TCGA-2J-AAB8-01,TCGA Tumor,pancreas,PAAD,7.1388583,4.8085046,30,42
TCGA-YB-A89D-11,TCGA Normal,pancreas,PAAD,6.0145636,4.7007422,30,42
TCGA-IB-A5ST-01,TCGA Tumor,pancreas,PAAD,5.9779053,4.685287,30,42
TCGA-FB-A78T-01,TCGA Tumor,pancreas,PAAD,8.069076,4.429469,30,42
TCGA-FB-A5VM-01,TCGA Tumor,pancreas,PAAD,6.1503363,5.5207124,30,42
TCGA-FB-AAPP-01,TCGA Tumor,pancreas,PAAD,8.459992,4.190236,30,42
TCGA-2J-AABU-01,TCGA Tumor,pancreas,PAAD,8.147635,3.9626641,30,42
TCGA-3A-A9IS-01,TCGA Tumor,pancreas,PAAD,5.623243,6.664085,30,42
TCGA-2J-AABF-01,TCGA Tumor,pancreas,PAAD,8.018642,4.268031,30,42
TCGA-HZ-A77Q-01,TCGA Tumor,pancreas,PAAD,8.372843,4.5853996,30,42
TCGA-IB-AAUP-01,TCGA Tumor,pancreas,PAAD,5.974345,4.661447,30,42
TCGA-IB-7651-01,TCGA Tumor,pancreas,PAAD,5.1830487,5.960621,30,42
TCGA-HV-A5A3-01,TCGA Tumor,pancreas,PAAD,8.213531,4.431358,30,42
TCGA-IB-7646-01,TCGA Tumor,pancreas,PAAD,6.112674,5.8687997,30,42
TCGA-3E-AAAY-01,TCGA Tumor,pancreas,PAAD,6.0631013,4.575595,30,42
TCGA-YY-A8LH-01,TCGA Tumor,pancreas,PAAD,7.009593,4.6244206,30,42
TCGA-YH-A8SY-01,TCGA Tumor,pancreas,PAAD,5.9200406,4.242753,30,42
TCGA-L1-A7W4-01,TCGA Tumor,pancreas,PAAD,6.672038,4.801443,30,42
TCGA-2J-AAB4-01,TCGA Tumor,pancreas,PAAD,5.9334016,3.6058207,30,42
TCGA-2J-AABO-01,TCGA Tumor,pancreas,PAAD,5.6179676,3.818144,30,42
TCGA-IB-A6UG-01,TCGA Tumor,pancreas,PAAD,7.956591,5.9585843,30,42
TCGA-IB-7887-01,TCGA Tumor,pancreas,PAAD,8.32246,4.3128657,30,42
TCGA-F2-7273-01,TCGA Tumor,pancreas,PAAD,6.093205,6.0623355,30,42
TCGA-FB-AAQ2-01,TCGA Tumor,pancreas,PAAD,6.839552,4.7169785,30,42
TCGA-IB-A5SS-01,TCGA Tumor,pancreas,PAAD,6.9142118,4.938825,30,42
TCGA-2J-AABP-01,TCGA Tumor,pancreas,PAAD,5.75286,6.7447,30,42
TCGA-HZ-8315-01,TCGA Tumor,pancreas,PAAD,5.9431396,4.7474537,30,42
TCGA-HZ-8636-01,TCGA Tumor,pancreas,PAAD,6.95425,4.916977,30,42
TCGA-HV-A5A5-01,TCGA Tumor,pancreas,PAAD,6.9241643,4.806975,30,42
TCGA-HZ-7925-01,TCGA Tumor,pancreas,PAAD,6.648327,4.868688,30,42
TCGA-IB-7647-01,TCGA Tumor,pancreas,PAAD,5.6946583,4.5177345,30,42
TCGA-RB-AA9M-01,TCGA Tumor,pancreas,PAAD,5.9553933,4.724362,30,42
TCGA-PZ-A5RE-01,TCGA Tumor,pancreas,PAAD,8.03055,4.0152764,30,42
TCGA-HV-A5A6-01,TCGA Tumor,pancreas,PAAD,7.7953453,4.593528,30,42
TCGA-2J-AABK-01,TCGA Tumor,pancreas,PAAD,8.493257,4.3281164,30,42
TCGA-HZ-8519-01,TCGA Tumor,pancreas,PAAD,6.780079,5.1951137,30,42
TCGA-3A-A9IN-01,TCGA Tumor,pancreas,PAAD,8.479082,6.6453543,30,42
TCGA-HZ-A8P0-01,TCGA Tumor,pancreas,PAAD,6.315365,4.36061,30,42
TCGA-HZ-7926-01,TCGA Tumor,pancreas,PAAD,5.8214006,4.5206466,30,42
TCGA-2J-AAB9-01,TCGA Tumor,pancreas,PAAD,8.073133,4.8597946,30,42
TCGA-IB-7891-01,TCGA Tumor,pancreas,PAAD,7.2952995,4.8468647,30,42
TCGA-2L-AAQM-01,TCGA Tumor,pancreas,PAAD,5.3871827,5.4915137,30,42
TCGA-2J-AABR-01,TCGA Tumor,pancreas,PAAD,8.149455,4.742155,30,42
TCGA-2J-AABV-01,TCGA Tumor,pancreas,PAAD,8.565326,6.888589,30,42
TCGA-XN-A8T3-01,TCGA Tumor,pancreas,PAAD,8.078533,4.732408,30,42
TCGA-IB-7645-01,TCGA Tumor,pancreas,PAAD,4.988091,6.2159243,30,42
TCGA-FB-A4P5-01,TCGA Tumor,pancreas,PAAD,5.8030806,4.377514,30,42
TCGA-IB-A5SP-01,TCGA Tumor,pancreas,PAAD,5.913296,3.3284469,30,42
TCGA-HV-A7OL-01,TCGA Tumor,pancreas,PAAD,6.1255245,3.8443975,30,42
TCGA-S4-A8RO-01,TCGA Tumor,pancreas,PAAD,5.7312765,3.7926652,30,42
TCGA-H6-8124-11,TCGA Normal,pancreas,PAAD,7.3862123,5.0169153,30,42
TCGA-IB-A7M4-01,TCGA Tumor,pancreas,PAAD,6.1944623,4.020153,30,42
TCGA-HZ-8003-01,TCGA Tumor,pancreas,PAAD,8.154819,6.440898,30,42
TCGA-IB-AAUR-01,TCGA Tumor,pancreas,PAAD,8.392594,4.6963344,30,42
TCGA-HV-A7OP-01,TCGA Tumor,pancreas,PAAD,8.58032,6.908045,30,42
TCGA-IB-7644-01,TCGA Tumor,pancreas,PAAD,5.662249,4.1296105,30,42
TCGA-3A-A9I7-01,TCGA Tumor,pancreas,PAAD,8.000525,4.3651357,30,42
TCGA-LB-A9Q5-01,TCGA Tumor,pancreas,PAAD,5.5682797,5.5222154,30,42
TCGA-LB-A7SX-01,TCGA Tumor,pancreas,PAAD,6.7075815,4.5521226,30,42
TCGA-2J-AABA-01,TCGA Tumor,pancreas,PAAD,7.916543,4.839971,30,42
TCGA-HZ-A49I-01,TCGA Tumor,pancreas,PAAD,7.040844,4.2955203,30,42
TCGA-HZ-8001-01,TCGA Tumor,pancreas,PAAD,6.5099955,5.3511767,30,42
TCGA-HV-A5A4-01,TCGA Tumor,pancreas,PAAD,6.942548,4.773199,30,42
TCGA-IB-AAUN-01,TCGA Tumor,pancreas,PAAD,6.584999,5.174701,30,42
TCGA-IB-A5SQ-01,TCGA Tumor,pancreas,PAAD,6.1131372,4.795331,30,42
TCGA-H6-A45N-11,TCGA Normal,pancreas,PAAD,5.9264426,4.7828183,30,42
TCGA-IB-8127-01,TCGA Tumor,pancreas,PAAD,7.183463,4.9147844,30,42
TCGA-HV-AA8V-01,TCGA Tumor,pancreas,PAAD,6.0171356,4.6095223,30,42
TCGA-F2-6880-01,TCGA Tumor,pancreas,PAAD,8.680735,6.8432794,30,42
TCGA-2J-AABH-01,TCGA Tumor,pancreas,PAAD,6.1662006,3.8662984,30,42
TCGA-Q3-AA2A-01,TCGA Tumor,pancreas,PAAD,6.1849694,3.8343782,30,42
TCGA-3A-A9IU-01,TCGA Tumor,pancreas,PAAD,5.9803433,4.795253,30,42
TCGA-US-A77E-01,TCGA Tumor,pancreas,PAAD,6.9025197,4.8823967,30,42
TCGA-IB-AAUW-01,TCGA Tumor,pancreas,PAAD,5.8685236,4.5197573,30,42
TCGA-3A-A9I5-01,TCGA Tumor,pancreas,PAAD,5.99559,4.551329,30,42
TCGA-H8-A6C1-01,TCGA Tumor,pancreas,PAAD,6.18003,3.9166312,30,42
TCGA-HZ-7924-01,TCGA Tumor,pancreas,PAAD,5.787119,4.086649,30,42
TCGA-IB-7893-01,TCGA Tumor,pancreas,PAAD,5.9283276,5.328123,30,42
TCGA-FB-AAPQ-01,TCGA Tumor,pancreas,PAAD,6.3630915,4.1157184,30,42
TCGA-IB-A5SO-01,TCGA Tumor,pancreas,PAAD,7.0002446,4.915673,30,42
TCGA-HV-AA8X-01,TCGA Tumor,pancreas,PAAD,6.2633405,4.287217,30,42
TCGA-HZ-A77O-01,TCGA Tumor,pancreas,PAAD,5.8975754,4.628362,30,42
TCGA-HZ-7918-01,TCGA Tumor,pancreas,PAAD,5.6934934,5.442569,30,42
TCGA-2L-AAQI-01,TCGA Tumor,pancreas,PAAD,6.216957,4.596896,30,42
TCGA-IB-AAUT-01,TCGA Tumor,pancreas,PAAD,7.08171,5.0674515,30,42
TCGA-IB-7885-01,TCGA Tumor,pancreas,PAAD,7.9992857,4.546574,30,42
GTEX-S33H-1226-SM-4AD69,GTEx,pancreas,GTEX,8.57211,6.563169,30,42
GTEX-VJYA-0826-SM-4KL1M,GTEx,pancreas,GTEX,8.486202,6.763295,30,42
GTEX-ZF3C-2026-SM-4WWB5,GTEx,pancreas,GTEX,8.583651,6.6078925,30,42
GTEX-XUW1-1726-SM-4BOOZ,GTEx,pancreas,GTEX,8.853886,6.8685274,30,42
GTEX-OOBJ-1026-SM-3NB2L,GTEx,pancreas,GTEX,8.734048,6.671108,30,42
GTEX-ZLFU-0726-SM-57WF6,GTEx,pancreas,GTEX,8.630697,6.842223,30,42
GTEX-QEL4-1326-SM-447AD,GTEx,pancreas,GTEX,8.5795555,7.0575294,30,42
GTEX-11DXX-0926-SM-5H112,GTEx,pancreas,GTEX,8.639038,6.9486537,30,42
GTEX-ZAB4-1726-SM-5HL8C,GTEx,pancreas,GTEX,8.515204,6.6898,30,42
GTEX-145ME-0326-SM-5S2QO,GTEx,pancreas,GTEX,8.669335,7.0966578,30,42
GTEX-YB5E-0526-SM-4VDSD,GTEx,pancreas,GTEX,8.606909,7.108386,30,42
GTEX-12WSG-1026-SM-5EGII,GTEx,pancreas,GTEX,8.707955,6.829844,30,42
GTEX-ZV7C-0726-SM-59HKH,GTEx,pancreas,GTEX,8.627488,6.628974,30,42
GTEX-V1D1-0726-SM-4JBH7,GTEx,pancreas,GTEX,8.517758,7.035626,30,42
GTEX-TKQ2-0426-SM-4DXUO,GTEx,pancreas,GTEX,8.585833,6.563942,30,42
GTEX-RWS6-1126-SM-47JXC,GTEx,pancreas,GTEX,8.736123,7.1156983,30,42
GTEX-145MO-2126-SM-5Q5CZ,GTEx,pancreas,GTEX,8.772634,6.74447,30,42
GTEX-13W3W-1026-SM-5IFG4,GTEx,pancreas,GTEX,8.652453,6.6213145,30,42
GTEX-N7MT-1626-SM-3LK71,GTEx,pancreas,GTEX,8.505764,6.7762604,30,42
GTEX-131XG-1426-SM-5GCMO,GTEx,pancreas,GTEX,8.803359,6.8049183,30,42
GTEX-11XUK-0626-SM-5N9ES,GTEx,pancreas,GTEX,8.555892,7.134246,30,42
GTEX-QLQW-0326-SM-447A8,GTEx,pancreas,GTEX,8.818668,6.832384,30,42
GTEX-T8EM-0826-SM-4DM76,GTEx,pancreas,GTEX,8.933912,6.9120526,30,42
GTEX-ZZPU-0726-SM-5N9C8,GTEx,pancreas,GTEX,8.620769,7.1256213,30,42
GTEX-ZLWG-0326-SM-4WWC7,GTEx,pancreas,GTEX,8.690866,6.637077,30,42
GTEX-Y3IK-0426-SM-4WWE2,GTEx,pancreas,GTEX,8.545514,6.55349,30,42
GTEX-YEC3-0626-SM-4YCFE,GTEx,pancreas,GTEX,8.747392,6.854529,30,42
GTEX-13N11-0226-SM-5KM3C,GTEx,pancreas,GTEX,8.422212,6.5651946,30,42
GTEX-X4LF-0326-SM-4QAS9,GTEx,pancreas,GTEX,8.683764,7.0329776,30,42
GTEX-13FTW-0526-SM-5IFIP,GTEx,pancreas,GTEX,8.666324,6.6098924,30,42
GTEX-11ILO-1526-SM-5A5KZ,GTEx,pancreas,GTEX,8.549834,7.147495,30,42
GTEX-11TT1-0326-SM-5LUAY,GTEx,pancreas,GTEX,8.760171,6.754678,30,42
GTEX-13OVI-0526-SM-5IFFQ,GTEx,pancreas,GTEX,8.7013035,7.0647645,30,42
GTEX-145MN-1426-SM-5SI9H,GTEx,pancreas,GTEX,8.867326,6.9867725,30,42
GTEX-XPVG-0326-SM-4B653,GTEx,pancreas,GTEX,8.619669,6.6611934,30,42
