sample,Group,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-B2-5641-11,TCGA Normal,KIRC,20.39351,4.242249,30,42
TCGA-BP-4765-01,KIRC tumor,KIRC,22.569305,-3.071146,30,42
TCGA-CZ-5459-01,KIRC tumor,KIRC,19.847172,0.8644679,30,42
TCGA-CZ-5468-11,TCGA Normal,KIRC,19.916384,4.3043246,30,42
TCGA-CJ-6030-11,TCGA Normal,KIRC,20.574053,4.7578187,30,42
TCGA-BP-4775-01,KIRC tumor,KIRC,18.743223,0.14541505,30,42
TCGA-CJ-6028-01,KIRC tumor,KIRC,22.103987,-2.6218839,30,42
TCGA-CZ-5456-01,KIRC tumor,KIRC,23.586409,-2.996763,30,42
TCGA-A3-3383-01,KIRC tumor,KIRC,22.1195,-0.9079146,30,42
TCGA-B0-5117-01,KIRC tumor,KIRC,22.383081,3.9579353,30,42
TCGA-GK-A6C7-01,KIRC tumor,KIRC,21.429335,-2.78606,30,42
TCGA-CJ-5672-01,KIRC tumor,KIRC,20.267498,-2.5304406,30,42
TCGA-B0-4700-11,TCGA Normal,KIRC,20.944921,4.5160127,30,42
TCGA-B0-4714-01,KIRC tumor,KIRC,19.25562,-1.156405,30,42
TCGA-B0-5694-01,KIRC tumor,KIRC,23.225603,-1.2742077,30,42
TCGA-B0-5075-01,KIRC tumor,KIRC,20.601234,-2.2281816,30,42
TCGA-CZ-4860-01,KIRC tumor,KIRC,20.734407,-3.1775703,30,42
TCGA-BP-4998-01,KIRC tumor,KIRC,22.42414,-2.7361069,30,42
TCGA-CJ-5675-01,KIRC tumor,KIRC,20.927559,-3.4421988,30,42
TCGA-CJ-4897-01,KIRC tumor,KIRC,18.117426,-0.2931177,30,42
TCGA-B8-5549-11,TCGA Normal,KIRC,19.951841,3.7482817,30,42
TCGA-CZ-4862-01,KIRC tumor,KIRC,22.54064,-3.2658424,30,42
TCGA-BP-4762-01,KIRC tumor,KIRC,22.429922,-2.0165644,30,42
TCGA-BP-4352-01,KIRC tumor,KIRC,23.09068,-0.5951613,30,42
TCGA-B2-4098-01,KIRC tumor,KIRC,21.839638,1.1845771,30,42
TCGA-B0-5697-01,KIRC tumor,KIRC,19.961697,0.65317005,30,42
TCGA-BP-4766-01,KIRC tumor,KIRC,21.525644,-2.7889152,30,42
TCGA-BP-4981-01,KIRC tumor,KIRC,22.843002,0.177912,30,42
TCGA-AK-3428-01,KIRC tumor,KIRC,20.182451,-2.9409516,30,42
TCGA-BP-4340-01,KIRC tumor,KIRC,18.05699,-0.49396482,30,42
TCGA-MM-A84U-01,KIRC tumor,KIRC,23.217491,-1.7151704,30,42
TCGA-B0-5095-01,KIRC tumor,KIRC,22.554438,-1.7806345,30,42
TCGA-BP-4167-01,KIRC tumor,KIRC,20.528378,-2.0198555,30,42
TCGA-BP-4781-01,KIRC tumor,KIRC,22.36258,-0.800926,30,42
TCGA-B0-5699-01,KIRC tumor,KIRC,22.518291,-1.9559209,30,42
TCGA-BP-4801-01,KIRC tumor,KIRC,20.282372,-2.7670326,30,42
TCGA-B0-4828-01,KIRC tumor,KIRC,22.2572,2.5085158,30,42
TCGA-CZ-5465-11,TCGA Normal,KIRC,20.881805,4.2583733,30,42
TCGA-BP-5008-01,KIRC tumor,KIRC,20.95046,2.7935638,30,42
TCGA-DV-A4W0-01,KIRC tumor,KIRC,22.519846,-2.261335,30,42
TCGA-CZ-5461-11,TCGA Normal,KIRC,20.463848,3.8238864,30,42
TCGA-BP-5170-01,KIRC tumor,KIRC,20.371561,-2.7686765,30,42
TCGA-A3-3363-01,KIRC tumor,KIRC,21.782463,2.225733,30,42
TCGA-B2-5633-01,KIRC tumor,KIRC,21.037064,2.4617589,30,42
TCGA-BP-4982-01,KIRC tumor,KIRC,18.856094,-0.849772,30,42
TCGA-CZ-4864-11,TCGA Normal,KIRC,19.327095,4.4486036,30,42
TCGA-B4-5836-01,KIRC tumor,KIRC,18.007528,-0.2878353,30,42
TCGA-CJ-4905-01,KIRC tumor,KIRC,18.363739,-0.37724197,30,42
TCGA-BP-5174-01,KIRC tumor,KIRC,19.703491,-1.4773732,30,42
TCGA-B0-4697-01,KIRC tumor,KIRC,22.728956,0.33110273,30,42
TCGA-BP-4759-01,KIRC tumor,KIRC,23.354818,-3.1925325,30,42
TCGA-CJ-4918-01,KIRC tumor,KIRC,19.279465,0.38466284,30,42
TCGA-B8-5545-01,KIRC tumor,KIRC,22.352129,-1.7337589,30,42
TCGA-BP-4334-01,KIRC tumor,KIRC,23.411354,3.338154,30,42
TCGA-B2-3923-01,KIRC tumor,KIRC,21.796705,4.2889075,30,42
TCGA-DV-A4VX-01,KIRC tumor,KIRC,22.874685,-0.28577605,30,42
TCGA-CJ-5679-01,KIRC tumor,KIRC,22.91283,-2.79795,30,42
TCGA-BP-4789-01,KIRC tumor,KIRC,21.348837,-3.6230843,30,42
TCGA-CJ-4923-01,KIRC tumor,KIRC,23.266981,-1.3180403,30,42
TCGA-BP-4159-01,KIRC tumor,KIRC,23.22081,-2.6496227,30,42
TCGA-CJ-5680-01,KIRC tumor,KIRC,21.63496,2.9962318,30,42
TCGA-B0-5705-11,TCGA Normal,KIRC,19.767792,4.158185,30,42
TCGA-A3-A8OW-01,KIRC tumor,KIRC,20.401747,-3.0605328,30,42
TCGA-CW-5589-01,KIRC tumor,KIRC,20.748636,-1.8119576,30,42
TCGA-A3-3385-01,KIRC tumor,KIRC,21.096037,-3.5233834,30,42
TCGA-A3-3343-01,KIRC tumor,KIRC,18.260527,-0.3773764,30,42
TCGA-MM-A564-01,KIRC tumor,KIRC,23.35939,-1.3758457,30,42
TCGA-CZ-5466-01,KIRC tumor,KIRC,20.737041,0.361836,30,42
TCGA-CZ-5469-01,KIRC tumor,KIRC,23.08507,-0.76628554,30,42
TCGA-CZ-5454-11,TCGA Normal,KIRC,19.72772,3.8347309,30,42
TCGA-B0-5100-01,KIRC tumor,KIRC,23.21212,3.7152205,30,42
TCGA-BP-4992-01,KIRC tumor,KIRC,23.146399,3.800098,30,42
TCGA-B0-4712-01,KIRC tumor,KIRC,19.07199,-1.0238811,30,42
TCGA-B0-5701-11,TCGA Normal,KIRC,20.196127,4.335133,30,42
TCGA-AK-3429-01,KIRC tumor,KIRC,21.188457,-3.773337,30,42
TCGA-CZ-4857-01,KIRC tumor,KIRC,19.28793,-0.6839124,30,42
TCGA-AK-3455-01,KIRC tumor,KIRC,21.199232,-2.2305372,30,42
TCGA-CJ-4869-01,KIRC tumor,KIRC,18.906923,-0.45580414,30,42
TCGA-BP-4162-01,KIRC tumor,KIRC,20.201805,-2.9435048,30,42
TCGA-B2-5639-01,KIRC tumor,KIRC,21.577902,-3.7142766,30,42
TCGA-A3-3359-01,KIRC tumor,KIRC,21.321726,-2.4227452,30,42
TCGA-A3-A8OX-01,KIRC tumor,KIRC,22.091661,-0.38295373,30,42
TCGA-CJ-4878-01,KIRC tumor,KIRC,21.229795,-3.5532143,30,42
TCGA-A3-3376-01,KIRC tumor,KIRC,22.511288,-3.173962,30,42
TCGA-CZ-4866-01,KIRC tumor,KIRC,17.983866,-0.26421934,30,42
TCGA-B0-4701-01,KIRC tumor,KIRC,19.236006,0.19625689,30,42
TCGA-B0-4713-01,KIRC tumor,KIRC,20.865047,-0.1564308,30,42
TCGA-B0-4691-01,KIRC tumor,KIRC,23.053814,-1.4957002,30,42
TCGA-CZ-5461-01,KIRC tumor,KIRC,20.359661,-2.2442462,30,42
TCGA-CJ-5677-01,KIRC tumor,KIRC,23.296614,-2.683553,30,42
TCGA-BP-4160-01,KIRC tumor,KIRC,21.783373,-2.2942247,30,42
TCGA-CJ-5689-01,KIRC tumor,KIRC,22.465794,-1.6788237,30,42
TCGA-CZ-5985-01,KIRC tumor,KIRC,20.95944,-1.922126,30,42
TCGA-A3-3316-01,KIRC tumor,KIRC,18.665539,-0.33642694,30,42
TCGA-CW-5587-01,KIRC tumor,KIRC,20.682365,-2.9849875,30,42
TCGA-CZ-5458-01,KIRC tumor,KIRC,18.611214,0.102176264,30,42
TCGA-CZ-5470-11,TCGA Normal,KIRC,20.498585,4.2436585,30,42
TCGA-B0-5700-01,KIRC tumor,KIRC,20.738396,-3.146006,30,42
TCGA-B0-4847-01,KIRC tumor,KIRC,23.223282,-0.83232605,30,42
TCGA-AK-3465-01,KIRC tumor,KIRC,21.914684,4.30346,30,42
TCGA-A3-3311-01,KIRC tumor,KIRC,21.643904,-3.7442648,30,42
TCGA-BP-5001-01,KIRC tumor,KIRC,22.934343,1.2308164,30,42
TCGA-BP-4968-01,KIRC tumor,KIRC,23.079454,-1.6367943,30,42
TCGA-B0-4838-01,KIRC tumor,KIRC,23.313828,-3.228324,30,42
TCGA-B2-A4SR-01,KIRC tumor,KIRC,21.247044,-2.7426476,30,42
TCGA-A3-3370-01,KIRC tumor,KIRC,22.21475,-1.6132554,30,42
TCGA-CJ-4868-01,KIRC tumor,KIRC,22.60179,-2.178911,30,42
TCGA-CJ-4903-01,KIRC tumor,KIRC,21.809593,-3.551887,30,42
TCGA-B8-A54D-01,KIRC tumor,KIRC,21.618044,-3.4886005,30,42
TCGA-CZ-5985-11,TCGA Normal,KIRC,19.373884,4.081604,30,42
TCGA-CJ-4881-01,KIRC tumor,KIRC,19.349955,-0.58383906,30,42
TCGA-BP-4807-01,KIRC tumor,KIRC,19.428064,0.35061216,30,42
TCGA-B8-A54G-01,KIRC tumor,KIRC,22.344725,-3.107967,30,42
TCGA-BP-5004-01,KIRC tumor,KIRC,21.590021,-3.823812,30,42
TCGA-B8-5550-01,KIRC tumor,KIRC,18.84403,-0.9989332,30,42
TCGA-BP-5194-01,KIRC tumor,KIRC,19.906662,0.784929,30,42
TCGA-B8-A54K-01,KIRC tumor,KIRC,21.489092,2.5647144,30,42
TCGA-CJ-4890-01,KIRC tumor,KIRC,23.36885,-2.0468662,30,42
TCGA-CJ-5677-11,TCGA Normal,KIRC,20.542973,4.7891836,30,42
TCGA-CJ-4893-01,KIRC tumor,KIRC,20.257788,-3.0018544,30,42
TCGA-A3-3329-01,KIRC tumor,KIRC,17.976831,-0.35020164,30,42
TCGA-CJ-4876-01,KIRC tumor,KIRC,23.088009,-1.390146,30,42
TCGA-CW-5590-01,KIRC tumor,KIRC,18.441422,-0.7515473,30,42
TCGA-AK-3458-01,KIRC tumor,KIRC,20.60481,-2.6392412,30,42
TCGA-BP-5189-01,KIRC tumor,KIRC,22.730274,-3.2120087,30,42
TCGA-B0-4833-01,KIRC tumor,KIRC,22.960424,-2.4218867,30,42
TCGA-BP-4983-01,KIRC tumor,KIRC,20.119442,-2.8071656,30,42
TCGA-A3-3326-01,KIRC tumor,KIRC,20.388754,0.9320505,30,42
TCGA-AK-3445-01,KIRC tumor,KIRC,23.372234,-1.8101913,30,42
TCGA-CJ-4636-01,KIRC tumor,KIRC,22.777166,-2.1819725,30,42
TCGA-BP-5185-01,KIRC tumor,KIRC,23.255856,-1.2156297,30,42
TCGA-BP-5198-01,KIRC tumor,KIRC,23.628075,-2.3418472,30,42
TCGA-BP-4342-01,KIRC tumor,KIRC,18.922808,0.15313768,30,42
TCGA-CZ-5464-01,KIRC tumor,KIRC,21.095217,-2.6643462,30,42
TCGA-B0-5115-01,KIRC tumor,KIRC,18.627724,-0.60442847,30,42
TCGA-A3-3346-01,KIRC tumor,KIRC,21.09109,2.1758041,30,42
TCGA-CZ-5452-11,TCGA Normal,KIRC,19.922928,4.2115064,30,42
TCGA-AK-3450-01,KIRC tumor,KIRC,22.598364,-2.4500828,30,42
TCGA-A3-3387-11,TCGA Normal,KIRC,20.559874,4.789826,30,42
TCGA-BP-4994-01,KIRC tumor,KIRC,21.070969,3.0072687,30,42
TCGA-BP-4970-01,KIRC tumor,KIRC,18.662394,0.0550846,30,42
TCGA-B0-4703-01,KIRC tumor,KIRC,22.14737,-3.4114974,30,42
TCGA-BP-4165-01,KIRC tumor,KIRC,19.107632,-1.0914375,30,42
TCGA-B0-4712-11,TCGA Normal,KIRC,19.928535,4.548746,30,42
TCGA-BP-4965-01,KIRC tumor,KIRC,22.593973,-3.5333593,30,42
TCGA-B0-4707-01,KIRC tumor,KIRC,22.936104,-0.31713134,30,42
TCGA-A3-3325-01,KIRC tumor,KIRC,21.824493,-3.1185904,30,42
TCGA-BP-4974-01,KIRC tumor,KIRC,19.673733,0.58410835,30,42
TCGA-A3-3308-01,KIRC tumor,KIRC,18.20567,-0.15631704,30,42
TCGA-BP-4349-01,KIRC tumor,KIRC,22.545984,-0.9237108,30,42
TCGA-B0-4827-01,KIRC tumor,KIRC,21.235249,-1.3671771,30,42
TCGA-BP-4969-01,KIRC tumor,KIRC,18.865885,-0.84272724,30,42
TCGA-DV-5568-01,KIRC tumor,KIRC,23.075413,-1.8397148,30,42
TCGA-B0-5707-01,KIRC tumor,KIRC,22.609293,1.38931,30,42
TCGA-BP-4960-01,KIRC tumor,KIRC,19.060682,-1.2546519,30,42
TCGA-DV-5575-01,KIRC tumor,KIRC,20.396696,1.2161608,30,42
TCGA-CZ-5455-01,KIRC tumor,KIRC,21.148506,-3.1323574,30,42
TCGA-BP-4964-01,KIRC tumor,KIRC,22.636246,-1.3259921,30,42
TCGA-B8-4154-01,KIRC tumor,KIRC,20.898281,-3.4109435,30,42
TCGA-AK-3461-01,KIRC tumor,KIRC,21.430893,0.0710501,30,42
TCGA-B8-A7U6-01,KIRC tumor,KIRC,21.497747,-3.4627094,30,42
TCGA-CJ-4899-01,KIRC tumor,KIRC,21.519867,3.6896737,30,42
TCGA-6D-AA2E-01,KIRC tumor,KIRC,21.666994,-1.4995304,30,42
TCGA-CJ-4634-01,KIRC tumor,KIRC,22.69894,-3.2210016,30,42
TCGA-BP-4173-01,KIRC tumor,KIRC,20.281609,-2.7879467,30,42
TCGA-B0-5703-11,TCGA Normal,KIRC,19.674564,3.8135881,30,42
TCGA-DV-5576-01,KIRC tumor,KIRC,21.271582,3.0742033,30,42
TCGA-A3-3313-01,KIRC tumor,KIRC,21.913929,-2.1893806,30,42
TCGA-B8-4143-01,KIRC tumor,KIRC,22.39439,-0.16329776,30,42
TCGA-B0-5711-11,TCGA Normal,KIRC,19.503656,4.0679502,30,42
TCGA-CJ-5684-01,KIRC tumor,KIRC,22.960743,-1.9858758,30,42
TCGA-CJ-5671-01,KIRC tumor,KIRC,23.510738,-2.4156907,30,42
TCGA-B0-4844-01,KIRC tumor,KIRC,22.04418,-3.1052973,30,42
TCGA-B0-5081-01,KIRC tumor,KIRC,19.422226,-0.6733543,30,42
TCGA-EU-5905-01,KIRC tumor,KIRC,20.222445,0.86758006,30,42
TCGA-CZ-5984-11,TCGA Normal,KIRC,19.555801,4.0686502,30,42
TCGA-G6-A8L7-01,KIRC tumor,KIRC,22.920599,0.009087392,30,42
TCGA-B0-4848-01,KIRC tumor,KIRC,18.913544,-0.6699856,30,42
TCGA-CZ-4863-01,KIRC tumor,KIRC,18.230497,-0.12188977,30,42
TCGA-CW-5585-11,TCGA Normal,KIRC,20.180227,4.715774,30,42
TCGA-B2-5635-01,KIRC tumor,KIRC,20.085354,1.0622541,30,42
TCGA-BP-4798-01,KIRC tumor,KIRC,18.330397,-0.21282391,30,42
TCGA-CZ-5453-11,TCGA Normal,KIRC,20.002365,3.707348,30,42
TCGA-BP-4790-01,KIRC tumor,KIRC,20.817732,-1.8587135,30,42
TCGA-B0-4818-01,KIRC tumor,KIRC,18.999866,-1.4519054,30,42
TCGA-BP-4774-01,KIRC tumor,KIRC,22.842588,-2.8120635,30,42
TCGA-CZ-5460-01,KIRC tumor,KIRC,18.991144,-1.286381,30,42
TCGA-BP-4163-01,KIRC tumor,KIRC,21.949812,-2.8816137,30,42
TCGA-B0-4821-01,KIRC tumor,KIRC,23.066244,-0.53472257,30,42
TCGA-BP-4989-01,KIRC tumor,KIRC,23.60293,-1.8774886,30,42
TCGA-AK-3427-01,KIRC tumor,KIRC,21.965128,3.76304,30,42
TCGA-BP-4756-01,KIRC tumor,KIRC,21.273157,1.1321541,30,42
TCGA-A3-3324-01,KIRC tumor,KIRC,18.241333,-0.05266326,30,42
TCGA-B0-5088-01,KIRC tumor,KIRC,22.794687,-1.8354337,30,42
TCGA-B8-5552-11,TCGA Normal,KIRC,21.714058,4.0817614,30,42
TCGA-B0-5110-01,KIRC tumor,KIRC,21.463709,-3.0025437,30,42
TCGA-B8-4148-01,KIRC tumor,KIRC,22.399857,-3.0968342,30,42
TCGA-CJ-4882-01,KIRC tumor,KIRC,22.10965,0.12982015,30,42
TCGA-BP-4347-01,KIRC tumor,KIRC,22.632729,-3.628817,30,42
TCGA-BP-4760-01,KIRC tumor,KIRC,21.184578,3.472262,30,42
TCGA-CW-6090-01,KIRC tumor,KIRC,20.864765,-3.3647876,30,42
TCGA-B0-4822-01,KIRC tumor,KIRC,20.914236,-1.7952739,30,42
TCGA-B0-5696-01,KIRC tumor,KIRC,22.648458,-1.0583477,30,42
TCGA-B8-4619-11,TCGA Normal,KIRC,21.884378,0.649429,30,42
TCGA-BP-4326-01,KIRC tumor,KIRC,18.726027,-0.43919754,30,42
TCGA-A3-3367-01,KIRC tumor,KIRC,20.344934,1.2210633,30,42
TCGA-BP-4330-01,KIRC tumor,KIRC,20.681005,-2.322578,30,42
TCGA-B0-5692-01,KIRC tumor,KIRC,22.246445,2.5295346,30,42
TCGA-BP-5169-01,KIRC tumor,KIRC,23.207464,-1.0727619,30,42
TCGA-B8-5162-01,KIRC tumor,KIRC,22.567429,-2.6457877,30,42
TCGA-MM-A563-01,KIRC tumor,KIRC,22.620111,-0.6118066,30,42
TCGA-B8-4621-01,KIRC tumor,KIRC,22.485552,-0.044324894,30,42
TCGA-B8-4622-01,KIRC tumor,KIRC,21.622866,-3.7226183,30,42
TCGA-BP-4973-01,KIRC tumor,KIRC,21.750519,-3.2494283,30,42
TCGA-B0-5077-01,KIRC tumor,KIRC,22.26681,-0.32017055,30,42
TCGA-G6-A5PC-01,KIRC tumor,KIRC,19.675346,-1.4058656,30,42
TCGA-CW-5580-11,TCGA Normal,KIRC,19.744797,3.8325808,30,42
TCGA-CJ-6033-11,TCGA Normal,KIRC,20.814465,4.472534,30,42
TCGA-B0-4845-01,KIRC tumor,KIRC,23.217213,2.3498433,30,42
TCGA-CZ-4863-11,TCGA Normal,KIRC,21.008236,4.087015,30,42
TCGA-CW-5583-01,KIRC tumor,KIRC,20.204966,1.1112092,30,42
TCGA-BP-4327-01,KIRC tumor,KIRC,20.246038,1.0535063,30,42
TCGA-CZ-5462-11,TCGA Normal,KIRC,20.07587,4.1486588,30,42
TCGA-BP-4985-01,KIRC tumor,KIRC,23.404121,-1.9786022,30,42
TCGA-BP-4999-01,KIRC tumor,KIRC,18.291922,-0.058482252,30,42
TCGA-B0-5709-11,TCGA Normal,KIRC,19.500212,4.1831217,30,42
TCGA-B0-4690-01,KIRC tumor,KIRC,19.005274,-0.19131026,30,42
TCGA-AK-3440-01,KIRC tumor,KIRC,21.9362,3.930184,30,42
TCGA-B0-5107-01,KIRC tumor,KIRC,22.459269,2.4984381,30,42
TCGA-BP-4988-01,KIRC tumor,KIRC,22.698566,1.541419,30,42
TCGA-BP-4353-01,KIRC tumor,KIRC,23.449888,-3.3017359,30,42
TCGA-BP-5183-01,KIRC tumor,KIRC,22.522665,-0.9072317,30,42
TCGA-BP-4174-01,KIRC tumor,KIRC,18.271492,-0.62195474,30,42
TCGA-CJ-4640-01,KIRC tumor,KIRC,20.35054,-2.4717522,30,42
TCGA-B0-5109-01,KIRC tumor,KIRC,22.395063,3.8364775,30,42
TCGA-BP-4346-01,KIRC tumor,KIRC,18.629536,-0.012404808,30,42
TCGA-CW-6087-11,TCGA Normal,KIRC,19.42611,4.0682473,30,42
TCGA-B0-5094-01,KIRC tumor,KIRC,23.455082,-2.2057323,30,42
TCGA-B0-4836-01,KIRC tumor,KIRC,18.643305,-0.4767997,30,42
TCGA-A3-A6NJ-01,KIRC tumor,KIRC,18.183086,-0.19696528,30,42
TCGA-BP-5190-01,KIRC tumor,KIRC,18.721083,-0.34890655,30,42
TCGA-B0-4842-01,KIRC tumor,KIRC,21.775446,-1.0496265,30,42
TCGA-BP-5010-01,KIRC tumor,KIRC,22.977022,-1.5585681,30,42
TCGA-BP-4161-01,KIRC tumor,KIRC,18.694729,-0.03482578,30,42
TCGA-B0-5098-01,KIRC tumor,KIRC,23.69306,2.2885232,30,42
TCGA-BP-4995-01,KIRC tumor,KIRC,21.607403,3.5823028,30,42
TCGA-B8-A54H-01,KIRC tumor,KIRC,21.596283,-2.8750432,30,42
TCGA-CZ-5467-11,TCGA Normal,KIRC,19.990215,4.0579214,30,42
TCGA-CJ-4908-01,KIRC tumor,KIRC,18.519228,-0.9519362,30,42
TCGA-B8-5163-01,KIRC tumor,KIRC,23.096157,-2.971404,30,42
TCGA-CJ-4907-01,KIRC tumor,KIRC,21.46666,-3.1394427,30,42
TCGA-CJ-4912-01,KIRC tumor,KIRC,19.560644,-1.2809706,30,42
TCGA-CW-6088-11,TCGA Normal,KIRC,20.346777,4.309801,30,42
TCGA-A3-3317-01,KIRC tumor,KIRC,21.293453,2.8010375,30,42
TCGA-G6-A8L6-01,KIRC tumor,KIRC,19.037622,-1.1718153,30,42
TCGA-B0-5119-01,KIRC tumor,KIRC,20.615084,-2.7465076,30,42
TCGA-B0-4696-01,KIRC tumor,KIRC,20.151842,-2.7361176,30,42
TCGA-CJ-5678-11,TCGA Normal,KIRC,21.632582,4.4427404,30,42
TCGA-AK-3460-01,KIRC tumor,KIRC,21.618105,-3.5807028,30,42
TCGA-A3-3358-01,KIRC tumor,KIRC,22.500349,-1.8006573,30,42
TCGA-B0-4816-01,KIRC tumor,KIRC,21.24835,-3.5208597,30,42
TCGA-EU-5906-01,KIRC tumor,KIRC,21.093758,-3.4559834,30,42
TCGA-CW-5580-01,KIRC tumor,KIRC,22.581758,-2.537467,30,42
TCGA-B0-5120-01,KIRC tumor,KIRC,22.72009,-3.151885,30,42
TCGA-CW-5584-01,KIRC tumor,KIRC,21.35227,-3.0921032,30,42
TCGA-CZ-5982-11,TCGA Normal,KIRC,20.120743,4.738,30,42
TCGA-B0-5697-11,TCGA Normal,KIRC,20.565508,4.667343,30,42
TCGA-B0-5693-01,KIRC tumor,KIRC,18.405563,-0.53277063,30,42
TCGA-CZ-5451-01,KIRC tumor,KIRC,23.407434,-3.0127294,30,42
TCGA-A3-3352-01,KIRC tumor,KIRC,20.4306,0.97695464,30,42
TCGA-B8-5159-01,KIRC tumor,KIRC,21.561125,-0.30803278,30,42
TCGA-CJ-5676-11,TCGA Normal,KIRC,20.015741,4.56816,30,42
TCGA-DV-5569-01,KIRC tumor,KIRC,21.958923,-0.55605,30,42
TCGA-B4-5843-01,KIRC tumor,KIRC,20.174986,1.092002,30,42
TCGA-CJ-6027-01,KIRC tumor,KIRC,18.922298,-0.55483735,30,42
TCGA-CZ-5456-11,TCGA Normal,KIRC,20.182276,4.2734256,30,42
TCGA-B0-5402-01,KIRC tumor,KIRC,23.617434,-3.0851185,30,42
TCGA-DV-A4VZ-01,KIRC tumor,KIRC,21.944338,3.3548546,30,42
TCGA-3Z-A93Z-01,KIRC tumor,KIRC,21.667612,3.332763,30,42
TCGA-B8-4620-11,TCGA Normal,KIRC,21.89966,0.039201036,30,42
TCGA-CJ-4872-01,KIRC tumor,KIRC,23.11154,-2.5319095,30,42
TCGA-B0-5399-01,KIRC tumor,KIRC,22.514496,-2.0464032,30,42
TCGA-CJ-5672-11,TCGA Normal,KIRC,19.776377,3.7972128,30,42
TCGA-B0-5709-01,KIRC tumor,KIRC,18.379004,-0.07128393,30,42
TCGA-AK-3426-01,KIRC tumor,KIRC,22.83174,-0.18031086,30,42
TCGA-A3-3331-01,KIRC tumor,KIRC,22.77387,-3.4344451,30,42
TCGA-CJ-4644-01,KIRC tumor,KIRC,18.147358,-0.5673029,30,42
TCGA-BP-5187-01,KIRC tumor,KIRC,22.334745,-2.6980176,30,42
TCGA-AK-3436-01,KIRC tumor,KIRC,20.938334,-2.5118024,30,42
TCGA-A3-A8CQ-01,KIRC tumor,KIRC,21.442932,3.2239945,30,42
TCGA-CJ-4920-01,KIRC tumor,KIRC,22.890186,-2.9794276,30,42
TCGA-BP-4797-01,KIRC tumor,KIRC,22.97758,-3.0136466,30,42
TCGA-AK-3454-01,KIRC tumor,KIRC,19.492506,-0.07409135,30,42
TCGA-BP-4325-01,KIRC tumor,KIRC,18.083714,-0.16255336,30,42
TCGA-AK-3453-01,KIRC tumor,KIRC,22.729746,2.7855365,30,42
TCGA-B0-5116-01,KIRC tumor,KIRC,23.494303,-2.4631577,30,42
TCGA-BP-4770-01,KIRC tumor,KIRC,23.565853,-1.367972,30,42
TCGA-B0-5102-01,KIRC tumor,KIRC,20.802322,1.030821,30,42
TCGA-CJ-4885-01,KIRC tumor,KIRC,21.04418,-3.5697904,30,42
TCGA-CJ-6030-01,KIRC tumor,KIRC,22.654045,-2.9655187,30,42
TCGA-B8-5549-01,KIRC tumor,KIRC,21.11607,2.4052818,30,42
TCGA-B0-4815-01,KIRC tumor,KIRC,23.562834,-1.848418,30,42
TCGA-B0-4698-01,KIRC tumor,KIRC,20.286802,-2.360394,30,42
TCGA-B0-5096-01,KIRC tumor,KIRC,22.63909,-2.8933172,30,42
TCGA-BP-4158-01,KIRC tumor,KIRC,20.601831,-3.2225268,30,42
TCGA-CJ-6031-01,KIRC tumor,KIRC,21.818287,-1.0293273,30,42
TCGA-CJ-4895-01,KIRC tumor,KIRC,22.529697,-2.9738638,30,42
TCGA-B0-4700-01,KIRC tumor,KIRC,19.025417,-0.92021793,30,42
TCGA-B0-5092-01,KIRC tumor,KIRC,23.219822,-1.4662765,30,42
TCGA-CZ-4859-01,KIRC tumor,KIRC,21.507309,-1.3746519,30,42
TCGA-B0-5691-11,TCGA Normal,KIRC,21.10065,4.411053,30,42
TCGA-EU-5907-01,KIRC tumor,KIRC,18.059124,-0.41473684,30,42
TCGA-A3-A8OU-01,KIRC tumor,KIRC,18.060055,-0.42484656,30,42
TCGA-AK-3431-01,KIRC tumor,KIRC,22.391052,-2.4639645,30,42
TCGA-B0-5080-01,KIRC tumor,KIRC,23.113785,-2.1816175,30,42
TCGA-CZ-5452-01,KIRC tumor,KIRC,23.663147,-2.6623085,30,42
TCGA-B0-4839-01,KIRC tumor,KIRC,22.915144,-1.9746406,30,42
TCGA-BP-5201-01,KIRC tumor,KIRC,20.982557,0.61657137,30,42
TCGA-CJ-4892-01,KIRC tumor,KIRC,22.58373,-0.692707,30,42
TCGA-CZ-5987-01,KIRC tumor,KIRC,22.824995,-2.1391537,30,42
TCGA-B0-5711-01,KIRC tumor,KIRC,21.422218,-2.0549061,30,42
TCGA-BP-4777-01,KIRC tumor,KIRC,21.518478,-3.2543333,30,42
TCGA-B8-4151-01,KIRC tumor,KIRC,21.261806,-3.8212452,30,42
TCGA-B0-4706-01,KIRC tumor,KIRC,22.071222,-1.0728629,30,42
TCGA-B8-A54J-01,KIRC tumor,KIRC,22.888124,-3.0850701,30,42
TCGA-CJ-5679-11,TCGA Normal,KIRC,20.843061,3.0917814,30,42
TCGA-CJ-4891-01,KIRC tumor,KIRC,23.014965,-0.8229407,30,42
TCGA-A3-3387-01,KIRC tumor,KIRC,20.838228,-2.933572,30,42
TCGA-BP-4795-01,KIRC tumor,KIRC,22.03822,4.0765014,30,42
TCGA-CW-6093-01,KIRC tumor,KIRC,22.612413,-3.1860201,30,42
TCGA-AK-3456-01,KIRC tumor,KIRC,22.013468,-1.4248344,30,42
TCGA-CZ-4856-01,KIRC tumor,KIRC,22.578726,-2.21824,30,42
TCGA-CJ-4638-01,KIRC tumor,KIRC,22.581865,-0.77640146,30,42
